V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,
0%,0%,0%,0%,0%,7%,0%,0%,6%,0%,0%,0%,3%,0%,1%,1%,0%,81%,0%,0%,
0%,43%,3%,1%,0%,0%,0%,0%,1%,0%,0%,13%,0%,0%,6%,3%,0%,0%,0%,28%,
0%,91%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%,0%,0%,0%,1%,
0%,94%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3%,0%,0%,0%,0%,
0%,1%,0%,0%,1%,57%,19%,0%,0%,2%,0%,1%,4%,0%,7%,1%,0%,1%,5%,1%,
0%,3%,0%,3%,1%,0%,2%,0%,1%,2%,0%,0%,1%,0%,0%,83%,0%,0%,0%,4%,
0%,1%,1%,2%,0%,0%,2%,33%,1%,0%,1%,2%,0%,0%,1%,2%,49%,0%,0%,5%,
0%,3%,1%,22%,2%,1%,1%,1%,32%,2%,2%,2%,1%,2%,17%,1%,2%,1%,0%,8%,
0%,0%,0%,7%,0%,0%,75%,0%,0%,1%,0%,0%,0%,0%,0%,1%,0%,0%,0%,14%,
5%,1%,1%,3%,0%,0%,4%,4%,6%,3%,1%,15%,0%,0%,37%,2%,1%,11%,0%,5%,
0%,0%,0%,1%,0%,0%,3%,0%,0%,66%,0%,26%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,0%,0%,0%,97%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,
1%,0%,83%,1%,1%,0%,2%,0%,0%,0%,0%,2%,0%,0%,0%,3%,0%,1%,0%,5%,
0%,2%,1%,0%,0%,0%,0%,0%,0%,0%,0%,70%,0%,0%,0%,22%,0%,0%,0%,1%,
0%,0%,1%,1%,2%,0%,2%,1%,1%,0%,84%,1%,0%,0%,0%,2%,0%,1%,0%,3%,
0%,0%,0%,0%,0%,7%,0%,0%,6%,0%,0%,0%,2%,0%,1%,1%,0%,81%,0%,0%,
0%,0%,0%,11%,1%,0%,1%,0%,0%,0%,67%,1%,0%,0%,0%,15%,1%,0%,0%,2%,
1%,2%,0%,0%,80%,0%,1%,0%,2%,0%,0%,0%,1%,0%,1%,1%,0%,6%,0%,3%,
0%,7%,0%,1%,0%,0%,11%,0%,0%,0%,0%,9%,0%,0%,0%,36%,24%,0%,0%,8%,
0%,0%,0%,0%,0%,6%,8%,0%,0%,0%,0%,5%,0%,0%,0%,0%,79%,0%,0%,1%,
0%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,39%,37%,0%,0%,20%,
1%,0%,0%,0%,0%,39%,13%,0%,0%,1%,0%,8%,0%,0%,0%,1%,1%,34%,0%,0%,
0%,2%,1%,1%,1%,1%,2%,0%,1%,1%,0%,8%,2%,0%,1%,50%,12%,4%,0%,12%,
0%,17%,11%,0%,14%,0%,0%,0%,0%,0%,0%,0%,15%,0%,0%,39%,0%,0%,0%,1%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,98%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,1%,69%,1%,1%,0%,1%,0%,0%,0%,0%,1%,18%,0%,1%,3%,0%,1%,0%,3%,
0%,1%,75%,1%,0%,0%,1%,0%,0%,0%,1%,11%,0%,0%,1%,2%,1%,1%,1%,3%,
0%,28%,0%,49%,1%,0%,1%,0%,1%,1%,0%,1%,1%,1%,1%,1%,1%,0%,0%,12%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,99%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,99%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
1%,0%,0%,0%,0%,2%,8%,0%,0%,56%,0%,0%,0%,0%,0%,1%,0%,24%,1%,6%,
29%,0%,3%,0%,0%,0%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,43%,0%,1%,
0%,0%,0%,1%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,44%,40%,0%,0%,12%,
0%,0%,86%,1%,0%,0%,1%,0%,0%,0%,0%,2%,0%,0%,0%,2%,0%,1%,0%,4%,
0%,0%,0%,1%,0%,1%,17%,0%,0%,0%,0%,9%,0%,0%,0%,0%,69%,1%,0%,1%,
0%,63%,13%,6%,1%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,12%,
0%,1%,0%,1%,5%,11%,0%,0%,0%,0%,9%,18%,0%,5%,0%,1%,47%,0%,0%,1%,
0%,2%,1%,2%,0%,0%,2%,0%,0%,0%,0%,2%,1%,0%,0%,23%,53%,0%,0%,11%,
0%,5%,1%,9%,1%,1%,1%,0%,5%,1%,1%,4%,1%,7%,6%,13%,1%,1%,0%,41%,
0%,2%,3%,1%,3%,1%,1%,0%,0%,0%,1%,15%,0%,10%,0%,17%,0%,0%,7%,40%,
9%,0%,1%,0%,0%,0%,0%,0%,74%,0%,0%,0%,0%,0%,0%,8%,0%,0%,0%,6%,
0%,69%,0%,7%,0%,1%,0%,0%,0%,0%,0%,18%,0%,1%,0%,0%,0%,0%,0%,4%,
0%,1%,1%,14%,0%,0%,20%,1%,0%,1%,0%,1%,0%,0%,0%,1%,50%,0%,0%,8%,
99%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
99%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
32%,0%,1%,0%,0%,0%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,42%,0%,1%,
0%,0%,29%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,43%,0%,0%,2%,
0%,0%,1%,1%,1%,91%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,
3%,3%,0%,0%,17%,5%,3%,0%,0%,0%,0%,0%,2%,0%,0%,24%,0%,38%,3%,2%,
0%,3%,0%,0%,0%,5%,0%,0%,1%,1%,0%,20%,1%,0%,0%,28%,0%,1%,37%,1%,
1%,0%,0%,0%,3%,0%,12%,0%,7%,1%,66%,0%,0%,0%,0%,5%,0%,1%,0%,2%,
0%,0%,2%,0%,1%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,87%,0%,0%,0%,7%,
0%,0%,0%,0%,0%,0%,3%,0%,0%,4%,0%,32%,1%,0%,0%,31%,0%,3%,0%,24%,
0%,13%,1%,2%,1%,1%,1%,0%,1%,1%,0%,61%,3%,1%,1%,3%,1%,0%,1%,9%,
0%,0%,94%,0%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,1%,0%,0%,0%,2%,
0%,0%,2%,0%,1%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,87%,0%,0%,0%,7%,
4%,0%,0%,0%,0%,91%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,0%,0%,0%,0%,0%,3%,0%,0%,3%,0%,33%,1%,0%,0%,31%,0%,3%,0%,24%,
0%,0%,0%,1%,1%,1%,2%,0%,7%,21%,0%,0%,53%,0%,0%,1%,0%,1%,0%,10%,
61%,0%,1%,3%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%,0%,14%,
0%,0%,0%,4%,26%,0%,8%,0%,43%,0%,10%,0%,0%,0%,0%,0%,0%,0%,0%,6%,
11%,0%,0%,1%,1%,0%,10%,24%,6%,1%,0%,0%,0%,0%,0%,22%,0%,1%,0%,23%,
1%,2%,1%,0%,6%,1%,1%,0%,1%,1%,0%,1%,2%,0%,0%,30%,0%,2%,47%,3%,
0%,0%,84%,0%,0%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,9%,0%,0%,0%,2%,
0%,0%,89%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,7%,0%,0%,0%,1%,
1%,1%,79%,1%,1%,0%,2%,0%,0%,0%,0%,2%,0%,0%,1%,3%,1%,1%,0%,6%,
1%,2%,56%,1%,1%,1%,3%,0%,1%,0%,1%,3%,1%,0%,1%,16%,1%,2%,1%,9%,
12%,0%,1%,0%,0%,0%,1%,13%,1%,0%,36%,0%,0%,0%,0%,1%,20%,0%,0%,14%,
1%,0%,0%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,72%,0%,0%,0%,0%,0%,23%,
0%,0%,0%,0%,0%,94%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,4%,15%,36%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,41%,
9%,1%,19%,30%,6%,7%,13%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,3%,10%,
5%,0%,0%,0%,29%,0%,0%,0%,1%,0%,58%,0%,0%,0%,0%,0%,0%,0%,0%,5%,
10%,0%,28%,0%,0%,0%,3%,0%,0%,7%,0%,0%,0%,0%,1%,4%,0%,16%,0%,29%,
0%,1%,1%,3%,0%,0%,5%,0%,0%,9%,0%,1%,1%,0%,14%,0%,0%,63%,0%,1%,
14%,0%,0%,0%,1%,11%,1%,0%,10%,3%,0%,2%,0%,11%,0%,1%,0%,43%,1%,0%,
1%,2%,0%,1%,3%,0%,0%,0%,68%,1%,1%,1%,1%,0%,1%,11%,0%,1%,0%,7%,
0%,0%,3%,0%,0%,1%,1%,0%,1%,0%,0%,1%,12%,0%,24%,14%,0%,36%,0%,5%,
0%,1%,1%,0%,0%,36%,3%,0%,0%,1%,0%,47%,1%,1%,1%,2%,1%,2%,1%,2%,
0%,1%,30%,4%,2%,1%,1%,0%,1%,0%,1%,2%,1%,1%,1%,1%,0%,1%,48%,3%,
0%,3%,0%,0%,0%,0%,9%,29%,0%,38%,9%,2%,0%,0%,0%,6%,0%,1%,0%,1%,
0%,46%,0%,4%,1%,1%,0%,0%,1%,1%,0%,1%,1%,22%,18%,1%,0%,0%,0%,3%,
0%,1%,0%,9%,1%,4%,7%,0%,0%,72%,0%,0%,0%,0%,0%,0%,0%,0%,3%,2%,
0%,1%,0%,6%,19%,0%,1%,0%,3%,0%,3%,0%,1%,0%,15%,1%,21%,0%,0%,27%,
0%,30%,1%,0%,0%,1%,0%,0%,0%,0%,0%,36%,25%,0%,0%,3%,1%,0%,0%,2%,
0%,28%,2%,3%,0%,13%,0%,0%,1%,1%,0%,33%,3%,3%,0%,2%,0%,0%,8%,2%,
0%,56%,0%,1%,7%,1%,0%,0%,17%,1%,0%,0%,1%,0%,1%,6%,0%,0%,1%,7%,
1%,2%,1%,1%,2%,0%,2%,0%,1%,0%,0%,2%,1%,0%,0%,26%,0%,0%,0%,58%,
0%,0%,1%,1%,0%,2%,15%,0%,0%,0%,0%,18%,0%,0%,0%,8%,12%,1%,0%,40%,
0%,1%,0%,0%,0%,0%,2%,0%,0%,6%,0%,38%,0%,0%,0%,31%,16%,2%,0%,3%,
0%,0%,0%,0%,0%,99%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,9%,0%,0%,0%,15%,2%,0%,0%,1%,0%,50%,0%,0%,4%,1%,0%,15%,1%,1%,
0%,0%,80%,1%,1%,0%,1%,0%,0%,0%,0%,1%,0%,0%,0%,2%,0%,1%,0%,11%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,99%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,99%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,2%,1%,1%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,80%,1%,0%,0%,0%,13%,
0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,49%,20%,0%,10%,15%,1%,0%,2%,0%,1%,
0%,47%,0%,0%,0%,1%,0%,0%,0%,0%,0%,35%,9%,0%,0%,1%,0%,0%,2%,1%,
0%,0%,0%,7%,7%,0%,0%,0%,0%,0%,6%,72%,0%,0%,0%,0%,0%,0%,0%,5%,
0%,0%,0%,6%,2%,0%,0%,0%,11%,0%,15%,0%,0%,0%,32%,0%,0%,0%,0%,31%,
0%,2%,0%,3%,4%,0%,0%,0%,43%,1%,1%,0%,16%,0%,1%,16%,0%,0%,0%,11%,
0%,0%,1%,0%,1%,1%,2%,0%,0%,0%,13%,44%,0%,0%,0%,13%,0%,17%,0%,5%,
0%,0%,0%,0%,1%,0%,3%,0%,0%,84%,0%,1%,1%,0%,0%,2%,0%,6%,0%,1%,
0%,1%,0%,0%,1%,1%,3%,0%,0%,86%,0%,1%,1%,0%,0%,3%,0%,1%,0%,1%,
0%,3%,3%,7%,0%,0%,1%,0%,0%,0%,0%,0%,8%,0%,0%,2%,64%,0%,0%,11%,
1%,0%,0%,0%,0%,0%,12%,0%,0%,0%,0%,0%,0%,0%,83%,0%,0%,0%,0%,3%,
1%,1%,32%,2%,1%,0%,3%,33%,1%,0%,2%,8%,0%,0%,1%,3%,3%,2%,0%,6%,
4%,0%,0%,0%,68%,1%,12%,0%,0%,1%,0%,0%,1%,0%,0%,1%,0%,9%,0%,1%,
0%,0%,0%,0%,0%,95%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3%,
0%,1%,1%,2%,2%,1%,1%,0%,1%,0%,11%,18%,0%,7%,0%,40%,1%,0%,1%,13%,
0%,0%,1%,0%,0%,0%,2%,0%,0%,0%,50%,24%,0%,0%,0%,2%,0%,16%,0%,2%,
0%,0%,0%,0%,0%,73%,10%,0%,0%,1%,0%,9%,0%,1%,0%,1%,0%,1%,0%,1%,
0%,1%,16%,0%,8%,1%,1%,0%,0%,0%,0%,0%,47%,0%,0%,12%,0%,1%,1%,11%,
1%,0%,0%,0%,74%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,18%,0%,1%,0%,3%,
0%,2%,3%,21%,0%,0%,1%,0%,1%,0%,1%,3%,0%,41%,1%,3%,10%,1%,0%,11%,
14%,8%,28%,0%,1%,0%,1%,3%,1%,0%,0%,2%,1%,0%,16%,18%,0%,0%,1%,4%,
11%,1%,1%,0%,2%,0%,1%,0%,14%,0%,0%,1%,0%,5%,0%,33%,0%,1%,0%,28%,
0%,30%,0%,0%,0%,1%,0%,0%,0%,1%,0%,15%,9%,0%,0%,35%,0%,0%,1%,6%,
0%,33%,0%,0%,0%,1%,0%,0%,0%,0%,0%,6%,11%,0%,0%,43%,1%,0%,0%,3%,
1%,0%,2%,0%,0%,0%,33%,0%,0%,0%,60%,0%,0%,0%,0%,1%,0%,1%,0%,1%,
0%,1%,9%,3%,0%,1%,13%,0%,0%,0%,1%,29%,0%,4%,0%,6%,22%,1%,0%,12%,
3%,2%,2%,0%,2%,8%,7%,0%,3%,0%,0%,1%,33%,0%,1%,27%,0%,3%,0%,6%,
77%,0%,0%,0%,0%,2%,6%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,12%,0%,0%,
0%,1%,0%,1%,0%,0%,0%,0%,14%,1%,1%,34%,0%,37%,0%,1%,0%,0%,1%,7%,
0%,0%,0%,6%,0%,2%,17%,0%,0%,0%,0%,1%,0%,0%,6%,0%,56%,9%,0%,1%,
15%,0%,0%,1%,1%,0%,25%,0%,0%,46%,0%,0%,0%,0%,0%,2%,0%,0%,0%,8%,
0%,2%,0%,4%,0%,9%,19%,0%,0%,1%,0%,1%,0%,2%,1%,0%,55%,3%,0%,1%,
0%,0%,0%,0%,0%,0%,1%,65%,0%,0%,1%,7%,0%,0%,0%,0%,22%,1%,0%,1%,
0%,4%,1%,2%,5%,0%,2%,0%,9%,2%,0%,0%,34%,0%,1%,12%,1%,0%,0%,26%,
1%,0%,0%,0%,0%,0%,12%,0%,0%,0%,0%,0%,0%,0%,83%,0%,0%,0%,0%,3%,
9%,0%,5%,0%,39%,1%,1%,0%,1%,0%,0%,7%,0%,0%,0%,1%,0%,1%,19%,16%,
0%,1%,0%,0%,0%,57%,22%,0%,0%,13%,0%,2%,0%,0%,0%,1%,0%,0%,0%,2%,
0%,0%,0%,0%,0%,1%,8%,0%,0%,87%,0%,1%,0%,0%,0%,0%,0%,2%,0%,0%,
1%,1%,0%,0%,34%,0%,0%,0%,11%,0%,0%,0%,9%,0%,13%,5%,0%,0%,0%,24%,
0%,2%,5%,0%,0%,1%,1%,0%,0%,0%,0%,16%,1%,0%,8%,57%,1%,1%,0%,5%,
1%,2%,0%,0%,15%,1%,2%,0%,23%,5%,0%,0%,1%,0%,26%,1%,0%,16%,0%,7%,
3%,37%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,34%,1%,1%,0%,0%,4%,0%,
0%,46%,1%,3%,1%,5%,11%,0%,0%,0%,0%,1%,0%,0%,0%,3%,1%,0%,0%,26%,
0%,3%,0%,0%,0%,2%,2%,0%,0%,3%,0%,12%,1%,0%,0%,9%,42%,13%,0%,10%,
0%,0%,0%,0%,0%,22%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,0%,9%,67%,0%,
8%,1%,22%,3%,3%,0%,11%,0%,0%,2%,0%,1%,0%,0%,0%,2%,0%,0%,0%,45%,
0%,0%,0%,3%,0%,0%,26%,0%,0%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,62%,
0%,13%,0%,0%,1%,61%,2%,0%,0%,0%,0%,0%,20%,0%,0%,1%,0%,0%,0%,1%,
1%,0%,0%,0%,0%,0%,27%,63%,0%,1%,0%,0%,0%,0%,0%,0%,0%,5%,0%,1%,
1%,5%,0%,0%,9%,0%,0%,0%,69%,0%,0%,2%,0%,0%,9%,2%,0%,0%,0%,1%,
1%,35%,0%,0%,1%,0%,0%,0%,2%,0%,5%,0%,1%,0%,6%,23%,0%,6%,0%,17%,
2%,0%,24%,0%,1%,0%,14%,0%,0%,0%,1%,1%,0%,0%,0%,2%,0%,49%,0%,4%,
0%,32%,0%,3%,1%,3%,9%,0%,0%,8%,0%,1%,0%,0%,0%,2%,0%,0%,0%,39%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,98%,0%,0%,0%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,99%,0%,0%,0%,
0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,98%,0%,0%,0%,
0%,0%,0%,0%,0%,3%,3%,0%,0%,0%,0%,1%,0%,0%,0%,0%,92%,0%,0%,0%,
12%,0%,0%,1%,1%,0%,22%,0%,0%,49%,0%,0%,0%,0%,0%,5%,0%,0%,0%,9%,
33%,15%,0%,1%,27%,0%,0%,0%,1%,0%,0%,0%,0%,17%,0%,1%,0%,0%,1%,2%,
0%,0%,1%,1%,0%,0%,1%,0%,0%,0%,0%,47%,0%,0%,0%,1%,0%,0%,0%,48%,
8%,0%,0%,0%,0%,0%,28%,0%,0%,59%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%,
10%,1%,0%,2%,7%,0%,34%,13%,0%,6%,0%,0%,0%,0%,0%,8%,0%,1%,0%,18%,
1%,1%,1%,0%,1%,0%,1%,0%,0%,0%,0%,1%,1%,0%,0%,85%,0%,1%,0%,7%,
0%,0%,0%,0%,1%,9%,67%,0%,0%,1%,0%,1%,2%,0%,0%,14%,0%,1%,0%,3%,
7%,0%,1%,0%,0%,0%,17%,1%,0%,0%,0%,6%,0%,0%,45%,11%,2%,6%,0%,2%,
2%,1%,2%,2%,0%,0%,23%,19%,0%,14%,0%,1%,1%,0%,6%,2%,1%,21%,0%,3%,
0%,1%,0%,0%,0%,1%,0%,0%,0%,97%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,0%,0%,1%,0%,2%,12%,0%,0%,52%,6%,11%,0%,0%,0%,7%,6%,1%,0%,1%,
0%,0%,0%,1%,1%,0%,0%,50%,31%,1%,0%,0%,0%,0%,9%,0%,0%,0%,0%,4%,
1%,1%,74%,1%,1%,0%,3%,0%,0%,0%,1%,3%,1%,0%,1%,4%,1%,2%,0%,7%,
0%,1%,0%,23%,1%,0%,0%,0%,1%,0%,16%,0%,0%,18%,18%,0%,0%,0%,0%,19%,
15%,0%,2%,1%,0%,23%,1%,0%,0%,0%,0%,1%,0%,7%,0%,2%,0%,0%,14%,33%,
0%,1%,0%,1%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,6%,61%,0%,0%,28%,
0%,1%,64%,0%,8%,4%,0%,0%,1%,0%,0%,0%,1%,7%,12%,0%,0%,0%,0%,1%,
0%,0%,2%,0%,0%,1%,19%,0%,0%,0%,0%,12%,4%,0%,34%,0%,0%,27%,0%,0%,
3%,0%,2%,1%,0%,0%,34%,16%,0%,0%,18%,1%,0%,0%,0%,1%,7%,1%,0%,14%,
0%,1%,0%,5%,1%,0%,1%,0%,1%,38%,0%,0%,37%,0%,0%,1%,0%,0%,0%,15%,
0%,0%,0%,0%,1%,0%,0%,0%,0%,0%,83%,8%,0%,1%,0%,0%,5%,0%,0%,0%,
0%,1%,0%,1%,5%,0%,0%,0%,7%,0%,0%,0%,7%,0%,0%,3%,0%,0%,0%,75%,
0%,0%,0%,0%,0%,10%,1%,0%,0%,14%,0%,1%,20%,0%,12%,1%,0%,39%,0%,0%,
16%,0%,0%,0%,1%,1%,26%,0%,0%,39%,0%,0%,1%,0%,0%,7%,0%,2%,0%,4%,
0%,2%,0%,29%,21%,0%,0%,0%,13%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,
0%,2%,0%,0%,0%,0%,1%,4%,0%,0%,0%,26%,0%,0%,0%,1%,63%,1%,0%,1%,
9%,10%,0%,5%,48%,0%,12%,2%,0%,1%,0%,0%,1%,0%,1%,1%,0%,0%,0%,8%,
0%,0%,26%,0%,0%,0%,0%,0%,0%,0%,0%,71%,0%,0%,0%,1%,0%,0%,0%,0%,
0%,1%,0%,92%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3%,
47%,0%,0%,0%,4%,0%,22%,3%,0%,1%,0%,0%,0%,0%,0%,14%,0%,7%,0%,0%,
0%,1%,0%,85%,1%,0%,2%,0%,0%,1%,0%,0%,0%,1%,0%,0%,1%,0%,0%,5%,
0%,1%,0%,85%,1%,0%,2%,0%,0%,1%,0%,0%,0%,1%,0%,0%,1%,0%,0%,5%,
73%,7%,0%,0%,0%,1%,0%,0%,15%,0%,0%,0%,0%,0%,0%,1%,2%,0%,0%,1%,
0%,3%,1%,34%,1%,1%,2%,0%,1%,1%,1%,2%,1%,37%,1%,2%,1%,1%,0%,9%,
0%,2%,0%,1%,3%,0%,0%,0%,4%,0%,0%,0%,2%,0%,0%,21%,0%,0%,0%,66%,
10%,0%,0%,1%,0%,0%,29%,0%,0%,53%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4%,
33%,0%,0%,1%,1%,0%,35%,3%,0%,16%,0%,1%,0%,0%,1%,1%,0%,1%,0%,4%,
0%,8%,1%,2%,6%,19%,2%,0%,1%,0%,0%,0%,35%,0%,1%,3%,0%,0%,0%,22%,
0%,0%,0%,0%,69%,1%,1%,0%,1%,1%,0%,0%,8%,0%,1%,2%,0%,13%,1%,1%,
0%,6%,0%,1%,69%,0%,0%,0%,12%,1%,7%,0%,1%,0%,0%,1%,0%,0%,0%,2%,
1%,1%,59%,1%,2%,1%,1%,0%,0%,0%,0%,2%,1%,0%,0%,2%,0%,1%,26%,2%,
0%,0%,57%,1%,1%,0%,0%,0%,26%,0%,7%,1%,0%,0%,1%,1%,0%,1%,1%,2%,
62%,0%,6%,0%,1%,1%,1%,0%,0%,0%,0%,1%,0%,0%,0%,14%,0%,9%,3%,1%,
0%,1%,0%,1%,4%,0%,0%,0%,26%,2%,0%,0%,3%,0%,1%,2%,0%,0%,50%,9%,
82%,0%,0%,0%,1%,1%,1%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,2%,9%,0%,
0%,3%,1%,34%,1%,1%,2%,0%,1%,1%,1%,2%,1%,37%,1%,2%,1%,1%,0%,9%,
0%,1%,0%,3%,1%,0%,0%,0%,0%,0%,50%,11%,0%,1%,0%,1%,0%,0%,29%,1%,
0%,3%,1%,34%,1%,1%,2%,0%,1%,1%,1%,2%,1%,37%,1%,2%,1%,1%,0%,9%,
0%,18%,0%,9%,0%,0%,0%,0%,0%,3%,0%,36%,0%,3%,1%,4%,0%,0%,0%,24%,
0%,3%,1%,34%,1%,1%,2%,0%,1%,1%,1%,2%,1%,37%,1%,2%,1%,1%,0%,9%,
27%,0%,34%,0%,0%,0%,21%,0%,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,15%,
0%,1%,1%,1%,0%,1%,0%,0%,0%,0%,0%,44%,0%,0%,0%,2%,0%,0%,11%,38%,
1%,1%,79%,1%,1%,0%,2%,0%,0%,0%,0%,2%,0%,0%,1%,3%,0%,1%,0%,6%,
0%,2%,16%,4%,0%,1%,17%,0%,0%,17%,0%,18%,0%,0%,0%,2%,5%,0%,0%,17%,
1%,1%,0%,6%,1%,3%,16%,0%,0%,12%,0%,1%,0%,47%,0%,1%,0%,1%,0%,8%,
0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,98%,0%,0%,0%,0%,0%,0%,0%,0%,
0%,11%,0%,0%,0%,30%,0%,0%,0%,0%,0%,0%,43%,0%,12%,1%,0%,0%,0%,0%,
0%,3%,0%,0%,1%,29%,0%,0%,0%,0%,0%,0%,15%,0%,0%,1%,0%,0%,49%,0%,
1%,2%,0%,6%,2%,0%,4%,5%,1%,16%,13%,1%,1%,0%,11%,4%,1%,1%,0%,32%,
0%,0%,41%,0%,0%,0%,8%,0%,0%,0%,0%,1%,0%,0%,0%,31%,0%,1%,0%,16%,
1%,3%,1%,0%,0%,3%,15%,0%,0%,2%,0%,47%,0%,0%,3%,18%,1%,3%,0%,2%,
0%,8%,0%,4%,0%,0%,4%,0%,0%,0%,0%,16%,0%,0%,0%,52%,6%,0%,0%,8%,
0%,3%,1%,34%,1%,1%,2%,0%,1%,1%,1%,2%,1%,37%,1%,2%,1%,1%,0%,9%,
1%,0%,53%,3%,1%,0%,7%,0%,0%,0%,1%,1%,0%,0%,0%,2%,0%,1%,0%,29%,
20%,2%,0%,5%,58%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,2%,0%,0%,0%,11%,
0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,0%,2%,0%,0%,0%,1%,93%,0%,0%,1%,
0%,2%,0%,4%,12%,1%,5%,0%,0%,36%,1%,0%,2%,0%,1%,19%,0%,0%,0%,15%,
0%,2%,0%,1%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%,0%,0%,0%,86%,
0%,2%,0%,0%,10%,14%,1%,0%,2%,1%,0%,0%,17%,0%,21%,26%,0%,2%,1%,3%,
0%,2%,0%,1%,1%,83%,1%,0%,3%,1%,0%,2%,1%,1%,0%,1%,0%,0%,0%,2%,
0%,8%,0%,1%,1%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,78%,
0%,16%,0%,0%,1%,16%,0%,0%,0%,0%,0%,0%,18%,0%,0%,0%,0%,0%,48%,0%,
2%,2%,1%,4%,38%,3%,22%,0%,1%,2%,1%,1%,2%,0%,1%,4%,0%,2%,1%,12%,
0%,0%,0%,0%,2%,0%,0%,0%,3%,70%,0%,0%,20%,0%,0%,1%,0%,0%,0%,1%,
0%,0%,0%,0%,1%,32%,1%,0%,1%,37%,0%,2%,0%,0%,0%,8%,0%,0%,16%,1%,
0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,0%,2%,0%,0%,0%,1%,93%,0%,0%,1%,
